"","pilot_area","s_b","day_type","from","occupancy","rate","new_rate","03RD ST 400","03RD ST 300","02ND ST 500","03RD ST 500","BERRY ST 400","KING ST 100","BRYANT ST 500","HAWTHORNE ST 100","SOUTH PARK 100","TOWNSEND ST 0","BERRY ST 300","02ND ST 400","BRYANT ST 300","BRYANT ST 400","RITCH ST 300","SOUTH PARK 0","02ND ST 700","BRANNAN ST 200","TOWNSEND ST 200","BRANNAN ST 500","05TH ST 600","BRANNAN ST 300","BRANNAN ST 400","FOLSOM ST 600","03RD ST 700","MAIN ST 300","01ST ST 300","HARRISON ST 100","03RD ST 600","TOWNSEND ST 100","02ND ST 300","02ND ST 600","BERRY ST 200","HARRISON ST 500","SPEAR ST 300","BERRY ST 100","HARRISON ST 0","FOLSOM ST 500","FOLSOM ST 0","KING ST 200","TOWNSEND ST 300","04TH ST 500","04TH ST 600","SPEAR ST 400"
"743","South Embarcadero","TOWNSEND ST 200","Weekday","3:00 PM",67,"3.25","3.25","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"744","South Embarcadero","02ND ST 500","Weekend","12:00 PM",66,"3","3","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"745","South Embarcadero","02ND ST 600","Weekend","12:00 PM",66,"1.5","1.5","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"746","South Embarcadero","BRANNAN ST 400","Weekday","6:00 PM",66,"1","1","0","0","0.25","0.25","0.25","0.5","0.25","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"747","South Embarcadero","BERRY ST 400","Weekend","12:00 PM",66,"1.25","1.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"748","South Embarcadero","HARRISON ST 100","Weekday","3:00 PM",66,"3.25","3.25","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"749","South Embarcadero","TOWNSEND ST 0","Weekday","6:00 PM",66,"0.5","0.5","0","0","0.25","0.25","0.25","0.5","0.25","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"750","South Embarcadero","TOWNSEND ST 200","Weekend","3:00 PM",66,"4.5","4.5","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"751","South Embarcadero","02ND ST 700","Weekend","12:00 PM",65,"3.75","3.75","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"752","South Embarcadero","03RD ST 300","Weekend","3:00 PM",65,"1.25","1.25","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"753","South Embarcadero","BERRY ST 200","Weekday","6:00 PM",65,"0.5","0.5","0","0","0.25","0.25","0.25","0.5","0.25","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"754","South Embarcadero","HAWTHORNE ST 100","Weekend","Open",65,"0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"755","South Embarcadero","HARRISON ST 0","Weekday","3:00 PM",65,"3.75","3.75","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"756","South Embarcadero","TOWNSEND ST 200","Weekend","Open",65,"1.25","1.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"757","South Embarcadero","01ST ST 300","Weekend","Open",64,"1.25","1.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"758","South Embarcadero","02ND ST 300","Weekend","Open",64,"0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"759","South Embarcadero","02ND ST 300","Weekend","3:00 PM",64,"0.75","0.75","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"760","South Embarcadero","03RD ST 700","Weekday","12:00 PM",64,"4.75","4.75","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
"761","South Embarcadero","03RD ST 700","Weekday","3:00 PM",64,"3","3","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"762","South Embarcadero","05TH ST 600","Weekend","12:00 PM",64,"0.25","0.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"763","South Embarcadero","BRANNAN ST 400","Weekday","3:00 PM",64,"3.5","3.5","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"764","South Embarcadero","BRANNAN ST 500","Weekend","3:00 PM",64,"0.25","0.25","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"765","South Embarcadero","BERRY ST 400","Weekend","Open",64,"0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"766","South Embarcadero","HAWTHORNE ST 100","Weekday","3:00 PM",64,"2.25","2.25","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"767","South Embarcadero","HARRISON ST 100","Weekday","12:00 PM",64,"4","4","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
"768","South Embarcadero","03RD ST 500","Weekend","12:00 PM",63,"0.25","0.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"769","South Embarcadero","03RD ST 700","Weekend","Open",63,"0.75","0.75","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"770","South Embarcadero","05TH ST 600","Weekend","3:00 PM",63,"0.25","0.25","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"771","South Embarcadero","BRANNAN ST 500","Weekend","6:00 PM",63,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.25","0.5","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"772","South Embarcadero","BERRY ST 300","Weekday","Open",63,"0.75","0.75","0.25","0.25","0.75","1","0.5","2.25","1","3.75","1","1.75","0.75","0.25","1.5","1.25","1.25","3.25","2.25","2.25","2.25","0.75","1","1.5","1.25","3.75","3","1.5","4","2.25","1.25","2.75","4","2.25","4.25","1.75","4.75","4","1.75","4","4.5","3","2.75","1.75","0.75","2.75"
"773","South Embarcadero","HARRISON ST 0","Weekend","3:00 PM",63,"1.5","1.5","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"774","South Embarcadero","RITCH ST 300","Weekend","12:00 PM",63,"1.5","1.5","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"775","South Embarcadero","TOWNSEND ST 0","Weekend","12:00 PM",63,"3","3","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"776","South Embarcadero","TOWNSEND ST 200","Weekday","12:00 PM",63,"3.5","3.5","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
"777","South Embarcadero","01ST ST 300","Weekday","3:00 PM",62,"1.75","1.75","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"778","South Embarcadero","02ND ST 400","Weekend","12:00 PM",62,"0.25","0.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"779","South Embarcadero","02ND ST 500","Weekend","3:00 PM",62,"2.25","2.25","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"780","South Embarcadero","02ND ST 600","Weekday","6:00 PM",62,"0.25","0.25","0","0","0.25","0.25","0.25","0.5","0.25","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"781","South Embarcadero","BERRY ST 200","Weekend","Open",62,"4.25","4.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","3.25","2.75","0.25","0.25","0.25","0.75","0.75","0.75","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1.25","0.25","0.25","1.25","0.25","0.25","4.25","0.25","1","3.25","0.25","1.5","1.25","3","2.75","1","0.25","1"
"782","South Embarcadero","HARRISON ST 100","Weekday","Open",62,"2.25","2.25","0.25","0.25","0.75","1","0.5","2.25","1","3.75","1","1.75","0.75","0.25","1.5","1.25","1.25","3.25","2.25","2.25","2.25","0.75","1","1.5","1.25","3.75","3","1.5","4","2.25","1.25","2.75","4","2.25","4.25","1.75","4.75","4","1.75","4","4.5","3","2.75","1.75","0.75","2.75"
"783","South Embarcadero","TOWNSEND ST 100","Weekend","12:00 PM",62,"3.5","3.5","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"784","South Embarcadero","02ND ST 400","Weekday","3:00 PM",61,"3.25","3.25","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"785","South Embarcadero","02ND ST 600","Weekday","Open",61,"2.25","2.25","0.25","0.25","0.75","1","0.5","2.25","1","3.75","1","1.75","0.75","0.25","1.5","1.25","1.25","3.25","2.25","2.25","2.25","0.75","1","1.5","1.25","3.75","3","1.5","4","2.25","1.25","2.75","4","2.25","4.25","1.75","4.75","4","1.75","4","4.5","3","2.75","1.75","0.75","2.75"
"786","South Embarcadero","03RD ST 400","Weekend","12:00 PM",61,"0.25","0.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"787","South Embarcadero","BERRY ST 200","Weekday","3:00 PM",61,"4.25","4.25","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"788","South Embarcadero","BERRY ST 300","Weekend","12:00 PM",61,"2.5","2.5","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"789","South Embarcadero","FOLSOM ST 600","Weekday","12:00 PM",61,"4.25","4.25","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
"790","South Embarcadero","MAIN ST 300","Weekday","Open",61,"1.5","1.5","0.25","0.25","0.75","1","0.5","2.25","1","3.75","1","1.75","0.75","0.25","1.5","1.25","1.25","3.25","2.25","2.25","2.25","0.75","1","1.5","1.25","3.75","3","1.5","4","2.25","1.25","2.75","4","2.25","4.25","1.75","4.75","4","1.75","4","4.5","3","2.75","1.75","0.75","2.75"
"791","South Embarcadero","TOWNSEND ST 300","Weekday","3:00 PM",61,"2.75","2.75","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"792","South Embarcadero","01ST ST 300","Weekday","12:00 PM",60,"3.5","3.5","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
"793","South Embarcadero","BRANNAN ST 300","Weekday","6:00 PM",60,"0.5","0.5","0","0","0.25","0.25","0.25","0.5","0.25","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.5","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.5"
"794","South Embarcadero","BRANNAN ST 400","Weekend","6:00 PM",60,"0.5","0.5","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.25","0.5","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"795","South Embarcadero","BERRY ST 100","Weekend","6:00 PM",60,"0.5","0.5","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.25","0.5","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"796","South Embarcadero","BERRY ST 400","Weekend","6:00 PM",60,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.25","0.5","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"797","South Embarcadero","SOUTH PARK 100","Weekend","12:00 PM",60,"1.5","1.5","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"798","South Embarcadero","02ND ST 600","Weekend","3:00 PM",59,"0.75","0.5","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"799","South Embarcadero","02ND ST 700","Weekend","6:00 PM",59,"0.75","0.5","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.5","0.75","0","0.25","0.25","0.25","0.25","0.75","0.25","0.25","0.25","0.25","0.25","0.5","0","1","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.5","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"800","South Embarcadero","03RD ST 400","Weekend","3:00 PM",59,"0.25","0.25","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"801","South Embarcadero","BRANNAN ST 200","Weekend","12:00 PM",59,"0.25","0.25","0.25","0.75","3","0.25","1.25","3.5","0.25","0.25","1.5","3","2.5","0.25","0.25","0.25","1.5","3.75","3.75","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.5","1.5","0.25","0.25","3.5","0.75","1.5","4.25","0.25","3","3.5","2.75","1.5","2.5","3.25","2.75","1.75","0.5","3"
"802","South Embarcadero","BRANNAN ST 300","Weekday","3:00 PM",59,"3","2.75","0.5","2.5","3","1.75","0.75","4.25","1.25","2.25","2.25","3.25","0.5","3.25","1.25","1","1.75","4.25","1.75","1.75","3.25","1","0.5","3","3.5","3.5","3","4.25","1.75","3.25","2.5","3.25","5","3","4.25","0.5","5.75","4","3.75","3.25","4.75","3","2.75","1.75","1.25","3.75"
"803","South Embarcadero","BERRY ST 300","Weekend","3:00 PM",59,"4","3.75","0.25","1.25","2.25","0.25","2.25","3","0.25","0.25","0.75","3","4","0.25","0.25","0.25","1.5","3","3.5","0.25","4.5","0.25","0.25","0.25","1","1.5","4.5","1","3.25","0.75","0.25","3.5","0.75","0.75","4.25","0.5","2.75","3.5","1.5","1.5","1.75","3.25","2.75","1.75","1.25","2.75"
"804","South Embarcadero","HARRISON ST 0","Weekday","12:00 PM",59,"3.25","3","0.5","1.75","3.75","2.25","0.5","5","2.5","3.25","4","4.25","2","3.5","2.5","2.5","2.25","4.75","4.25","3","3.5","2.25","1.75","4.5","4.25","4.25","4.75","2.25","3.5","4","3.25","4","5.75","4.25","4.25","2","5.75","4","3.25","3.25","5.75","3","3","1.75","1.75","3.75"
